budget,id,original_title,revenue,release_date,month,year,popularity,runtime,status,title,vote_average,vote_count
12000000,205220,Philomena,100129872,11/1/2013,1,2013,29.019504,98,Released,Philomena,7.4,579
0,203833,The Book Thief,76586316,11/8/2013,8,2013,57.84156,131,Released,The Book Thief,7.4,1486
12000000,129670,Nebraska,17654912,9/21/2013,21,2013,29.223881,115,Released,Nebraska,7.4,636
3000000,132344,Before Midnight,11176469,4/5/2013,5,2013,23.299907,108,Released,Before Midnight,7.4,568
1000000,159014,20 Feet from Stardom,0,6/14/2013,14,2013,5.247956,89,Released,20 Feet from Stardom,7.4,85
150000000,109445,Frozen,1274219009,11/27/2013,27,2013,165.125366,102,Released,Frozen,7.3,5295
105000000,49047,Gravity,716392705,9/27/2013,27,2013,110.153618,91,Released,Gravity,7.3,5751
105000000,64682,The Great Gatsby,351040419,5/10/2013,10,2013,61.196071,143,Released,The Great Gatsby,7.3,3769
75000000,75656,Now You See Me,117698894,5/29/2013,29,2013,71.124686,115,Released,Now You See Me,7.3,5487
35000000,140823,Saving Mr. Banks,112544580,11/16/2013,16,2013,31.957947,125,Released,Saving Mr. Banks,7.3,1226
8000000,198277,Begin Again,63464861,9/7/2013,7,2013,35.735689,104,Released,Begin Again,7.3,1254
0,157354,Fruitvale Station,17385830,7/25/2013,25,2013,20.967146,85,Released,Fruitvale Station,7.3,390
12400000,179144,La grande bellezza,8371085,5/21/2013,21,2013,32.523573,142,Released,The Great Beauty,7.3,720
1000000,191714,Dabba,4235151,9/19/2013,19,2013,14.017809,104,Released,The Lunchbox,7.3,221
0,225235,Географ глобус пропил,4037782,7/26/2013,26,2013,1.876621,120,Released,The Geographer Drank His Globe Away,7.3,23
25000000,132363,The Butler,115922175,8/16/2013,16,2013,32.105328,132,Released,The Butler,7.2,1101
7700000,185008,Yeh Jawaani Hai Deewani,46000000,5/31/2013,31,2013,3.353176,159,Released,Yeh Jawaani Hai Deewani,7.2,79
11000000,86829,Inside Llewyn Davis,32935319,10/6/2013,6,2013,36.319205,105,Released,Inside Llewyn Davis,7.2,834
0,121986,Frances Ha,4069826,5/17/2013,17,2013,15.492257,86,Released,Frances Ha,7.2,345
1000000,201132,Antarctica: A Year on Ice,0,9/5/2013,5,2013,1.883947,92,Released,Antarctica: A Year on Ice,7.2,29
0,178862,Aroused,0,2/20/2013,20,2013,2.557258,73,Released,Aroused,7.2,11
0,181330,Kevin Hart: Let Me Explain,32230907,7/3/2013,3,2013,9.799357,74,Released,Kevin Hart: Let Me Explain,7.1,95
4600000,147773,The Way Way Back,23198652,6/6/2013,6,2013,32.14444,103,Released,The Way Way Back,7.1,688
2159280,209274,Ida,10700000,10/25/2013,25,2013,13.265432,80,Released,Ida,7.1,260
76000000,93456,Despicable Me 2,970761885,6/25/2013,25,2013,136.886704,98,Released,Despicable Me 2,7,4637
200000000,62211,Monsters University,743559607,6/20/2013,20,2013,89.186492,104,Released,Monsters University,7,3528
90000000,116745,The Secret Life of Walter Mitty,188133322,12/18/2013,18,2013,43.348022,114,Released,The Secret Life of Walter Mitty,7,3144
18000000,160588,Blue Jasmine,99206215,7/25/2013,25,2013,34.694216,98,Released,Blue Jasmine,7,1098
10000000,103731,Mud,21587700,5/1/2013,1,2013,17.663353,130,Released,Mud,7,1068
0,231617,"Signed, Sealed, Delivered",0,10/13/2013,13,2013,1.444476,120,Released,"Signed, Sealed, Delivered",7,6
0,175555,A Madea Christmas,0,12/13/2013,13,2013,5.377155,100,Released,A Madea Christmas,7,35
28000000,112949,Safe Haven,97594140,2/7/2013,7,2013,37.729059,115,Released,Safe Haven,6.9,823
25000000,152737,August: Osage County,74188937,12/26/2013,26,2013,20.561682,121,Released,August: Osage County,6.9,483
10,217708,Hross í oss,11,8/30/2013,30,2013,1.617943,85,Released,Of Horses and Men,6.9,26
200000000,68721,Iron Man 3,1215439994,4/18/2013,18,2013,77.68208,130,Released,Iron Man 3,6.8,8806
170000000,76338,Thor: The Dark World,644571402,10/29/2013,29,2013,99.499595,112,Released,Thor: The Dark World,6.8,4755
135000000,49519,The Croods,585178928,3/20/2013,20,2013,64.183321,98,Released,The Croods,6.8,2399
37000000,138832,We're the Millers,269994119,8/7/2013,7,2013,100.348805,110,Released,We're the Millers,6.8,2972
40000000,168672,American Hustle,251171807,12/12/2013,12,2013,49.664128,138,Released,American Hustle,6.8,2807
40000000,109410,42,95020213,4/12/2013,12,2013,31.884559,128,Released,42,6.8,787
15000000,97367,The Place Beyond the Pines,35485608,3/20/2013,20,2013,35.395129,140,Released,The Place Beyond the Pines,6.8,1653
2500000,157386,The Spectacular Now,6854611,8/2/2013,2,2013,25.722747,95,Released,The Spectacular Now,6.8,1048
0,222250,A True Story,0,9/20/2013,20,2013,0.970351,96,Released,A True Story,6.8,2
200000000,72190,World War Z,531865000,6/20/2013,20,2013,81.834855,116,Released,World War Z,6.7,5560
180000000,68726,Pacific Rim,407602906,7/11/2013,11,2013,56.523205,131,Released,Pacific Rim,6.7,4794
50000000,107846,Escape Plan,122915111,10/9/2013,9,2013,44.478043,115,Released,Escape Plan,6.7,1659
39200000,110415,Snowpiercer,86758912,8/1/2013,1,2013,64.238688,126,Released,Snowpiercer,6.7,2854
17000000,146304,The Best Man Holiday,71625195,11/15/2013,15,2013,7.210095,123,Released,The Best Man Holiday,6.7,110
20000000,107985,The World's End,46089287,7/18/2013,18,2013,55.964605,109,Released,The World's End,6.7,1778
18000000,127560,The Railway Man,22309223,12/26/2013,26,2013,13.916583,116,Released,The Railway Man,6.7,273
18000000,130150,Labor Day,20275812,12/27/2013,27,2013,17.683563,111,Released,Labor Day,6.7,299
33000000,157841,The Young and Prodigious T.S. Spivet,9494789,10/16/2013,16,2013,10.651202,105,Released,The Young and Prodigious T.S. Spivet,6.7,232
18000000,193613,Metallica: Through the Never,7972967,9/25/2013,25,2013,7.871686,93,Released,Metallica: Through the Never,6.7,83
7000000,110402,Трудно быть богом,1310673,2/27/2013,27,2013,3.120016,170,Released,Hard to Be a God,6.7,41
16000000,185567,Zulu,0,12/4/2013,4,2013,14.529496,110,Released,Zulu,6.7,172
0,198062,Coffee Town,0,7/9/2013,9,2013,2.253589,87,Released,Coffee Town,6.7,45
61000000,136400,2 Guns,131940411,8/2/2013,2,2013,42.881415,109,Released,2 Guns,6.6,1589
110000000,80274,Ender's Game,125537191,10/23/2013,23,2013,45.94834,114,Released,Ender's Game,6.6,2303
13000000,158011,The Call,68572378,3/14/2013,14,2013,34.532418,94,Released,The Call,6.6,1257
0,209263,Enough Said,25288872,9/18/2013,18,2013,14.969093,93,Released,Enough Said,6.6,348
9000000,152747,All Is Lost,6108720,10/18/2013,18,2013,28.540614,106,Released,All Is Lost,6.6,671
0,188652,The Ghastly Love of Johnny X,0,4/26/2013,26,2013,0.209475,106,Released,The Ghastly Love of Johnny X,6.6,8
0,158895,This Is Martin Bonner,0,6/28/2013,28,2013,0.76368,83,Released,This Is Martin Bonner,6.6,4
225000000,49521,Man of Steel,662845518,6/12/2013,12,2013,99.398009,143,Released,Man of Steel,6.5,6359
43000000,136795,The Heat,158674180,6/27/2013,27,2013,37.654688,117,Released,The Heat,6.5,1575
35000000,192136,Mandela: Long Walk to Freedom,27330000,12/6/2013,6,2013,15.50957,141,Released,Mandela: Long Walk to Freedom,6.5,224
20000000,68727,Trance,24261569,3/27/2013,27,2013,38.802415,101,Released,Trance,6.5,956
30000000,192577,キャプテンハーロック,17137302,9/7/2013,7,2013,14.726338,115,Released,Space Pirate Captain Harlock,6.5,356
22000000,164457,Out of the Furnace,15400000,12/6/2013,6,2013,29.230298,116,Released,Out of the Furnace,6.5,720
12000000,86825,Stoker,12077441,2/28/2013,28,2013,27.322212,99,Released,Stoker,6.5,882
6500000,87499,The East,2401510,5/31/2013,31,2013,16.574756,116,Released,The East,6.5,305
5000000,91586,Insidious: Chapter 2,0,9/12/2013,12,2013,48.375848,106,Released,Insidious: Chapter 2,6.5,1211
120000000,75612,Oblivion,286168572,4/10/2013,10,2013,67.698004,124,Released,Oblivion,6.4,4800
115000000,68724,Elysium,286140700,8/7/2013,7,2013,67.33767,109,Released,Elysium,6.4,3439
100000000,116711,Epic,268426634,5/15/2013,15,2013,36.711378,102,Released,Epic,6.4,1121
78000000,109451,Cloudy with a Chance of Meatballs 2,248384621,9/26/2013,26,2013,41.247402,95,Released,Cloudy with a Chance of Meatballs 2,6.4,915
150000000,117251,White House Down,205366737,6/27/2013,27,2013,39.004588,131,Released,White House Down,6.4,1891
28000000,137093,Last Vegas,134402450,10/31/2013,31,2013,28.043508,105,Released,Last Vegas,6.4,799
35000000,82654,Warm Bodies,116980662,1/31/2013,31,2013,43.742241,97,Released,Warm Bodies,6.4,2652
17000000,109428,Evil Dead,97542952,4/5/2013,5,2013,33.912116,91,Released,Evil Dead,6.4,1723
30000000,109421,Side Effects,63372757,2/7/2013,7,2013,48.237797,106,Released,Side Effects,6.4,1323
22000000,204082,Homefront,43058898,11/27/2013,27,2013,35.737655,100,Released,Homefront,6.4,875
9500000,209403,Bad Words,7800000,9/6/2013,6,2013,14.105392,88,Released,Bad Words,6.4,334
84000000,146216,RED 2,0,7/18/2013,18,2013,44.34333,116,Released,RED 2,6.4,1526
9000000,137347,Closer to the Moon,0,11/29/2013,29,2013,9.159265,112,Released,Closer to the Moon,6.4,13
120000000,76170,The Wolverine,415440673,7/23/2013,23,2013,15.953444,126,Released,The Wolverine,6.3,4053
32000000,109414,This Is the End,126041322,6/12/2013,12,2013,38.21708,107,Released,This Is the End,6.3,2359
3860000,44865,一代宗師,64076736,1/8/2013,8,2013,19.947265,130,Released,The Grandmaster,6.3,273
28000000,59859,Kick-Ass 2,60700000,7/17/2013,17,2013,40.28635,103,Released,Kick-Ass 2,6.3,2224
5000000,157547,Oculus,44030246,9/8/2013,8,2013,35.871248,104,Released,Oculus,6.3,1050
1200000,176124,Home Run,2861020,4/19/2013,19,2013,3.085411,114,Released,Home Run,6.3,24
34000000,202575,The House of Magic,0,12/24/2013,24,2013,12.867326,85,Released,Thunder and the House of Magic,6.3,121
0,175291,Cheap Thrills,0,3/8/2013,8,2013,10.826253,85,Released,Cheap Thrills,6.3,155
70000000,117263,Olympus Has Fallen,161025640,3/20/2013,20,2013,59.428223,120,Released,Olympus Has Fallen,6.2,2981
60000000,82682,Gangster Squad,105200903,1/10/2013,10,2013,29.041198,113,Released,Gangster Squad,6.2,1778
38000000,87421,Riddick,98337295,9/2/2013,2,2013,46.630062,119,Released,Riddick,6.2,2035
60000000,123553,The Mortal Instruments: City of Bones,90565421,8/21/2013,21,2013,45.514031,130,Released,The Mortal Instruments: City of Bones,6.2,1602
26000000,146239,Delivery Man,51164106,10/10/2013,10,2013,30.114383,105,Released,Delivery Man,6.2,551
16000000,152599,The Immigrant,5867686,7/3/2013,3,2013,13.832464,117,Released,The Immigrant,6.2,250
1000000,186935,Heli,0,8/9/2013,9,2013,3.629777,105,Released,Heli,6.2,32
135000000,77950,Turbo,282570682,7/11/2013,11,2013,44.765377,96,Released,Turbo,6.1,1074
25000000,134374,Pain & Gain,86175291,4/18/2013,18,2013,31.893932,130,Released,Pain & Gain,6.1,1573
58000000,116741,The Internship,44000000,6/7/2013,7,2013,1.551497,119,Released,The Internship,6.1,1658
27220000,199373,The Frozen Ground,5496951,7/18/2013,18,2013,28.060472,105,Released,The Frozen Ground,6.1,465
16000000,111190,Adore,318982,4/3/2013,3,2013,18.790221,100,Released,Adore,6.1,291
50000000,109443,Anchorman 2: The Legend Continues,173649015,12/18/2013,18,2013,38.125008,119,Released,Anchorman 2: The Legend Continues,6,923
15000000,208134,Jackass Presents: Bad Grandpa,151831537,10/22/2013,22,2013,27.165222,92,Released,Bad Grandpa,6,680
15000000,132232,Mama,146497771,1/17/2013,17,2013,47.455148,100,Released,Mama,6,1401
3000000,158015,The Purge,89328627,5/31/2013,31,2013,54.403033,86,Released,The Purge,6,2428
44000000,72710,The Host,63327201,3/22/2013,22,2013,42.933027,125,Released,The Host,6,1817
40000000,64807,Grudge Match,44907260,12/25/2013,25,2013,21.362949,113,Released,Grudge Match,6,433
22000000,153158,Metegol,24000000,7/18/2013,18,2013,14.866351,106,Released,Underdogs,6,122
25500000,190955,Blood Ties,2415472,8/22/2013,22,2013,12.756344,128,Released,Blood Ties,6,171
0,172533,Drinking Buddies,343341,8/23/2013,23,2013,17.378455,90,Released,Drinking Buddies,6,356
0,206284,Grace Unplugged,0,10/4/2013,4,2013,2.160586,102,Released,Grace Unplugged,6,24
0,294600,Last I Heard,0,1/1/2013,1,2013,0.35819,98,Released,Last I Heard,6,1
22000,255266,Dry Spell,0,2/14/2013,14,2013,0.048948,90,Released,Dry Spell,6,1
0,159770,The Dirties,0,10/4/2013,4,2013,0.833937,83,Released,The Dirties,6,42
90000000,76285,Percy Jackson: Sea of Monsters,174578751,8/7/2013,7,2013,40.262261,106,Released,Percy Jackson: Sea of Monsters,5.9,1648
175000000,64686,47 Ronin,150962475,12/6/2013,6,2013,41.796339,119,Released,47 Ronin,5.9,1326
255000000,57201,The Lone Ranger,89289910,7/3/2013,3,2013,49.046956,149,Released,The Lone Ranger,5.9,2311
70000000,59981,Legends of Oz: Dorothy's Return,18662027,6/13/2013,13,2013,6.682006,88,Released,Legends of Oz: Dorothy's Return,5.9,43
0,102362,Dead Man Down,18074539,3/8/2013,8,2013,29.647844,118,Released,Dead Man Down,5.9,638
20000000,109417,Battle of the Year,16549477,9/21/2013,21,2013,8.237336,110,Released,Battle of the Year,5.9,88
0,244114,風暴,0,12/12/2013,12,2013,3.376967,110,Released,Firestorm,5.9,43
0,84197,Filly Brown,0,4/19/2013,19,2013,0.106949,100,Released,Filly Brown,5.9,10
6000000,138697,Don Jon,0,7/26/2013,26,2013,33.296684,90,Released,Don Jon,5.9,1671
80000000,109418,Grown Ups 2,246984278,7/11/2013,11,2013,45.589568,100,Released,Grown Ups 2,5.8,1155
30000000,133805,Carrie,82394288,10/16/2013,16,2013,63.848541,100,Released,Carrie,5.8,1463
35000000,134411,Snitch,42930462,2/21/2013,21,2013,30.556135,112,Released,Snitch,5.8,1138
20000000,172391,Khumba,27187375,7/18/2013,18,2013,6.459787,85,Released,Khumba,5.8,72
17500000,175541,Black Nativity,7018189,11/27/2013,27,2013,7.180403,93,Released,Black Nativity,5.8,16
0,192134,Dom Hemingway,523511,11/15/2013,15,2013,10.416332,93,Released,Dom Hemingway,5.8,212
10000000,184374,Cinco de Mayo: La Batalla,0,5/3/2013,3,2013,0.072085,125,Released,Cinco de Mayo: La Batalla,5.8,14
0,244339,逃出生天,0,3/10/2013,10,2013,1.583918,107,Released,Out of Inferno,5.8,11
0,226354,The Christmas Candle,0,11/22/2013,22,2013,1.799504,100,Released,The Christmas Candle,5.8,8
200000000,68728,Oz: The Great and Powerful,491868548,3/7/2013,7,2013,46.985445,130,Released,Oz: The Great and Powerful,5.7,3530
50000000,60304,Hansel & Gretel: Witch Hunters,224803475,1/17/2013,17,2013,53.02787,88,Released,Hansel & Gretel: Witch Hunters,5.7,3239
55000000,175574,Free Birds,110000000,10/30/2013,30,2013,14.414937,91,Released,Free Birds,5.7,254
40000000,68179,Escape from Planet Earth,74597643,2/14/2013,14,2013,18.14218,89,Released,Escape from Planet Earth,5.7,332
13000000,107811,21 & Over,48065672,3/1/2013,1,2013,35.522027,93,Released,21 & Over,5.7,737
35000000,119283,Parker,46216641,1/23/2013,23,2013,28.670477,118,Released,Parker,5.7,1455
35000000,87567,The Big Wedding,21819348,4/25/2013,25,2013,18.84332,90,Released,The Big Wedding,5.7,414
56000000,98357,Broken City,19701164,1/18/2013,18,2013,29.490057,109,Released,Broken City,5.7,593
28000000,162903,The Fifth Estate,8555008,10/11/2013,11,2013,20.267062,128,Released,The Fifth Estate,5.7,364
30000000,76640,The Last Stand,0,1/12/2013,12,2013,43.882857,107,Released,The Last Stand,5.7,1266
950000,207769,Banshee Chapter,0,8/26/2013,26,2013,7.310879,87,Released,Banshee Chapter,5.7,92
1300000,215924,Los insólitos peces gato,0,8/10/2013,10,2013,1.473405,87,Released,The Amazing Catfish,5.7,17
50000,250902,The Image Revolution,0,11/21/2013,21,2013,0.54562,81,Released,The Image Revolution,5.7,3
35000000,109431,Identity Thief,173965010,2/7/2013,7,2013,34.005726,111,Released,Identity Thief,5.6,1645
60000000,109491,Beautiful Creatures,60052138,2/13/2013,13,2013,40.721373,124,Released,Beautiful Creatures,5.6,984
8500000,175528,Baggage Claim,22456509,9/27/2013,27,2013,11.436405,96,Released,Baggage Claim,5.6,85
4800000,77987,Only God Forgives,10337387,5/30/2013,30,2013,35.754865,90,Released,Only God Forgives,5.6,862
0,157293,एबीसीडी,222000,2/7/2013,7,2013,1.294967,160,Released,ABCD (Any Body Can Dance),5.6,10
0,150202,The Haunting in Connecticut 2: Ghosts of Georgia,0,2/1/2013,1,2013,11.708343,101,Released,The Haunting in Connecticut 2: Ghosts of Georgia,5.6,175
0,171759,The Lost Medallion: The Adventures of Billy Stone,0,3/1/2013,1,2013,2.952932,97,Released,The Lost Medallion: The Adventures of Billy Stone,5.6,13
15,72359,Peeples,0,5/9/2013,9,2013,5.112809,95,Released,Peeples,5.6,26
4700000,166624,Treading Water,0,9/13/2013,13,2013,0.217538,92,Released,Treading Water,5.6,6
105000000,77931,The Smurfs 2,347434178,7/30/2013,30,2013,32.473628,105,Released,The Smurfs 2,5.5,695
195000000,81005,Jack the Giant Slayer,197687603,2/27/2013,27,2013,43.349855,114,Released,Jack the Giant Slayer,5.5,2598
30000000,146238,Runner Runner,62616646,9/24/2013,24,2013,22.975918,91,Released,Runner Runner,5.5,543
1500000,129139,The To Do List,3566225,7/24/2013,24,2013,15.017068,104,Released,The To Do List,5.5,342
130000000,72559,G.I. Joe: Retaliation,371876278,3/26/2013,26,2013,59.325589,110,Released,G.I. Joe: Retaliation,5.4,3025
130000000,49524,R.I.P.D.,61648500,7/18/2013,18,2013,39.448066,96,Released,R.I.P.D.,5.4,1260
2500000,139038,A Haunted House,60141683,1/11/2013,11,2013,18.661541,86,Released,A Haunted House,5.4,516
13000000,144340,Admission,18000000,3/21/2013,21,2013,17.632446,107,Released,Admission,5.4,304
5500000,193722,R100,0,10/5/2013,5,2013,3.21392,100,Released,R100,5.4,31
0,215881,Plush,0,9/13/2013,13,2013,5.099368,98,Released,Plush,5.4,40
0,182873,Green Street Hooligans: Underground,0,1/1/2013,1,2013,5.0005,90,Released,Green Street Hooligans: Underground,5.4,33
20000000,76617,Texas Chainsaw 3D,47241945,1/3/2013,3,2013,26.497025,92,Released,Texas Chainsaw 3D,5.3,465
30000000,124459,The Incredible Burt Wonderstone,27437881,3/14/2013,14,2013,26.9385,100,Released,The Incredible Burt Wonderstone,5.3,724
12000000,106747,Machete Kills,15008161,9/12/2013,12,2013,29.072964,107,Released,Machete Kills,5.3,631
0,174311,All Is Bright,0,9/10/2013,10,2013,3.613577,107,Released,All Is Bright,5.3,36
92000000,47964,A Good Day to Die Hard,304654182,2/6/2013,6,2013,65.402595,98,Released,A Good Day to Die Hard,5.2,3493
80000000,77951,Walking With Dinosaurs,126546518,12/18/2013,18,2013,10.088006,87,Released,Walking With Dinosaurs,5.2,133
55000000,70074,Bullet to the Head,9489829,1/31/2013,31,2013,22.503935,92,Released,Bullet to the Head,5.2,481
0,190847,The Last Days on Mars,0,8/11/2013,11,2013,18.764453,98,Released,The Last Days on Mars,5.2,302
7000000,153795,Straight A's,0,1/16/2013,16,2013,4.50829,88,Released,Straight A's,5.2,46
3000000,192210,Open Road,0,4/12/2013,12,2013,2.680629,85,Released,Open Road,5.2,18
25000000,227707,The Adventurer: The Curse of the Midas Box,6399,12/5/2013,5,2013,8.842722,99,Released,The Adventurer: The Curse of the Midas Box,5.1,73
130000000,82700,After Earth,243843127,5/30/2013,30,2013,42.840582,100,Released,After Earth,5,2532
25000000,109091,The Counselor,71009334,10/25/2013,25,2013,35.022029,117,Released,The Counselor,5,712
5000000,122081,Spring Breakers,31724284,1/24/2013,24,2013,62.554173,94,Released,Spring Breakers,5,1551
0,174362,Bending Steel,0,4/20/2013,20,2013,0.048726,93,Released,Bending Steel,5,1
1000000,215918,1982,0,12/31/2013,31,2013,0.175885,90,Released,1982,5,1
0,270554,Echo Dr.,0,11/8/2013,8,2013,0.053755,85,Released,Echo Dr.,5,1
18000000,146227,Getaway,10501938,8/29/2013,29,2013,16.520516,90,Released,Getaway,4.9,246
10,78383,Nurse 3-D,10000000,9/28/2013,28,2013,10.013629,99,Released,Nurse 3-D,4.9,119
1493619,246449,Against the Wild,0,12/29/2013,29,2013,2.492747,90,Released,Against the Wild,4.9,19
650,158752,Escape from Tomorrow,0,10/11/2013,11,2013,1.352222,90,Released,Escape from Tomorrow,4.8,87
0,176077,Enter the Dangerous Mind,0,3/11/2013,11,2013,1.998826,88,Released,Enter the Dangerous Mind,4.8,14
4500000,165864,Hansel and Gretel Get Baked,0,2/19/2013,19,2013,2.503612,86,Released,Hansel and Gretel Get Baked,4.8,67
625000,138976,Treachery,0,5/16/2013,16,2013,0.283059,68,Released,Treachery,4.8,5
20000000,4258,Scary Movie 5,78378744,4/11/2013,11,2013,36.819044,86,Released,Scary Movie 5,4.6,793
6000000,87818,Movie 43,32438988,1/1/2013,1,2013,35.350303,90,Released,Movie 43,4.4,797
5000000,146203,The Last Exorcism Part II,15179302,2/28/2013,28,2013,10.605752,88,Released,The Last Exorcism Part II,4.4,203
0,202604,The Vatican Exorcisms,0,5/29/2013,29,2013,0.447166,0,Released,The Vatican Exorcisms,4.4,11
0,220488,非常幸运,0,9/17/2013,17,2013,1.86453,114,Released,My Lucky Star,4.3,8
550000,211086,Faith Connections,0,11/21/2013,21,2013,0.48088,115,Released,Faith Connections,4.2,3
0,308467,Roadside,0,3/1/2013,1,2013,0.160234,90,Released,Roadside,4.2,5
1800000,205126,Independence Daysaster,0,6/27/2013,27,2013,1.959405,86,Released,Independence Daysaster,4.2,22
250000,109729,The Canyons,56825,7/29/2013,29,2013,6.978907,99,Released,The Canyons,4.1,75
0,299552,Born Of War,0,12/5/2013,5,2013,1.136568,109,Released,Born Of War,4.1,7
1000000,205321,Sharknado,0,7/11/2013,11,2013,20.466433,86,Released,Sharknado,3.8,476
0,206213,Zombie Hunter,0,7/25/2013,25,2013,3.418372,93,Released,Zombie Hunter,3.5,34
3500000,252360,In the Name of the King III,0,12/27/2013,27,2013,4.304341,85,Released,In the Name of the King III,3.3,19
0,157058,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,0,1/14/2013,14,2013,1.737032,80,Released,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,28
0,310933,Bleeding Hearts,0,6/1/2013,1,2013,0.100533,0,Released,Bleeding Hearts,2,1
0,355629,La Navaja De Don Juan,0,10/27/2013,27,2013,0.021678,98,Released,The Blade of Don Juan,0,0
0,220490,Her Cry: La Llorona Investigation,0,4/19/2013,19,2013,0.056459,89,Released,Her Cry: La Llorona Investigation,0,0
0,320435,UnDivided,0,2/1/2013,1,2013,0.010607,0,Released,UnDivided,0,0
3300000,244786,Whiplash,13092000,10/10/2014,10,2014,192.528841,105,Released,Whiplash,8.3,4254
165000000,157336,Interstellar,675120017,11/5/2014,5,2014,724.247784,169,Released,Interstellar,8.1,10867
14000000,205596,The Imitation Game,233555708,11/14/2014,14,2014,145.364591,113,Released,The Imitation Game,8,5723
30000000,120467,The Grand Budapest Hotel,174600318,2/26/2014,26,2014,74.417456,99,Released,The Grand Budapest Hotel,8,4519
0,328307,Rise of the Entrepreneur: The Search for a Better Way,0,11/20/2014,20,2014,0.052942,0,Released,Rise of the Entrepreneur: The Search for a Better Way,8,1
170000000,118340,Guardians of the Galaxy,773328629,7/30/2014,30,2014,481.098624,121,Released,Guardians of the Galaxy,7.9,9742
61000000,210577,Gone Girl,369330363,10/1/2014,1,2014,143.041543,145,Released,Gone Girl,7.9,5862
165000000,177572,Big Hero 6,652105443,10/24/2014,24,2014,203.73459,102,Released,Big Hero 6,7.8,6135
15000000,266856,The Theory of Everything,123726688,11/26/2014,26,2014,61.182331,123,Released,The Theory of Everything,7.8,3311
170000000,100402,Captain America: The Winter Soldier,714766572,3/20/2014,20,2014,72.225265,136,Released,Captain America: The Winter Soldier,7.6,5764
145000000,82702,How to Train Your Dragon 2,609123048,6/12/2014,12,2014,100.21391,102,Released,How to Train Your Dragon 2,7.6,3106
178000000,137113,Edge of Tomorrow,370541256,5/27/2014,27,2014,79.456485,113,Released,Edge of Tomorrow,7.6,4858
12000000,222935,The Fault in Our Stars,307166834,5/16/2014,16,2014,74.358971,125,Released,The Fault in Our Stars,7.6,3759
8500000,242582,Nightcrawler,38697217,10/23/2014,23,2014,89.095538,117,Released,Nightcrawler,7.6,3395
0,258755,A escondidas,0,10/3/2014,3,2014,1.233688,96,Released,Hidden Away,7.6,26
250000000,127585,X-Men: Days of Future Past,747862775,5/15/2014,15,2014,118.078691,131,Released,X-Men: Days of Future Past,7.5,6032
60000000,137106,The Lego Movie,469160692,2/6/2014,6,2014,59.547928,100,Released,The Lego Movie,7.5,3070
4000000,85350,Boyhood,44349000,6/5/2014,5,2014,43.40352,164,Released,Boyhood,7.5,1971
5000000,284293,Still Alice,43884652,12/5/2014,5,2014,35.307577,99,Released,Still Alice,7.5,1104
0,244267,I Origins,336472,7/18/2014,18,2014,37.555398,106,Released,I Origins,7.5,1063
58800000,190859,American Sniper,542307423,12/11/2014,11,2014,87.53437,133,Released,American Sniper,7.4,4469
68000000,228150,Fury,211817906,10/15/2014,15,2014,139.575085,135,Released,Fury,7.4,3946
18000000,194662,Birdman,103215094,8/27/2014,27,2014,89.811154,119,Released,Birdman,7.4,4535
20000000,273895,Selma,66787908,12/25/2014,25,2014,29.023184,127,Released,Selma,7.4,817
5000000,244403,Rudderless,0,10/17/2014,17,2014,10.619574,105,Released,Rudderless,7.4,105
913000,292539,Food Chains,0,4/26/2014,26,2014,0.795698,83,Released,Food Chains,7.4,8
170000000,119450,Dawn of the Planet of the Apes,710644566,6/26/2014,26,2014,243.791743,130,Released,Dawn of the Planet of the Apes,7.3,4410
65000000,227306,Unbroken,163442937,12/25/2014,25,2014,43.055253,137,Released,Unbroken,7.3,1400
50000000,228326,The Book of Life,97437106,10/1/2014,1,2014,34.890999,95,Released,The Book of Life,7.3,755
22000000,228194,The Hundred-Foot Journey,88880821,8/6/2014,6,2014,27.898438,122,Released,The Hundred-Foot Journey,7.3,508
11000000,249164,If I Stay,78874843,8/21/2014,21,2014,31.162838,106,Released,If I Stay,7.3,1368
50000000,205587,The Judge,83719388,10/8/2014,8,2014,42.472324,141,Released,The Judge,7.2,1417
26000000,239571,The Best of Me,35926213,10/16/2014,16,2014,33.93914,117,Released,The Best of Me,7.2,765
250000000,122917,The Hobbit: The Battle of the Five Armies,956019788,12/10/2014,10,2014,120.965743,144,Released,The Hobbit: The Battle of the Five Armies,7.1,4760
55000000,156022,The Equalizer,192330738,9/24/2014,24,2014,79.922059,132,Released,The Equalizer,7.1,2954
13000000,239563,St. Vincent,54837234,10/9/2014,9,2014,43.791745,102,Released,St. Vincent,7.1,763
0,206563,Trash,0,10/9/2014,9,2014,14.637357,112,Released,Trash,7.1,242
180000000,102651,Maleficent,758539785,5/28/2014,28,2014,110.620647,97,Released,Maleficent,7,4496
34000000,198663,The Maze Runner,348319861,9/10/2014,10,2014,131.815575,113,Released,The Maze Runner,7,5371
55000000,116149,Paddington,259207227,11/27/2014,27,2014,39.882276,95,Released,Paddington,7,883
50000000,187017,22 Jump Street,188441614,6/5/2014,5,2014,52.380982,112,Released,22 Jump Street,7,3319
15000000,228970,Wild,52501541,12/5/2014,5,2014,42.952942,115,Released,Wild,7,951
